timestamp,open,high,low,close,volume
2019-11-22,45.9300,46.3800,45.7500,45.8700,11253713
2019-11-21,45.3000,46.1800,45.0400,45.5500,14192911
2019-11-20,46.1500,46.5048,45.2300,45.5700,24695539
2019-11-19,48.1100,48.1800,46.2800,46.5800,18393956
2019-11-18,47.9500,48.4050,47.4700,47.8200,12642611
2019-11-15,47.6000,48.5200,47.3400,47.7100,17865206
2019-11-14,46.1200,46.8300,45.7700,46.8000,11825147
2019-11-13,46.5000,46.5500,45.8100,46.3000,15839046
2019-11-12,46.8000,47.6800,46.6800,46.9000,15170689
2019-11-11,46.7200,46.7400,45.8500,46.2600,14645832
2019-11-08,47.5600,48.0050,46.9500,47.1900,18528347
2019-11-07,48.5200,49.0800,48.0000,48.4000,19253568
2019-11-06,48.1500,48.3000,47.1050,47.6800,21803641
2019-11-05,49.6200,49.7200,48.6050,48.6800,13682559
2019-11-04,49.3900,49.9000,49.2500,49.5900,16021450
2019-11-01,47.4800,48.5400,47.2500,48.3800,18311723
2019-10-31,47.2800,47.8800,46.4600,47.5500,15445762
2019-10-30,48.2200,48.3373,47.2583,47.8800,12932759
2019-10-29,48.8000,49.1700,48.0600,48.1100,12183635
2019-10-28,48.5000,48.7500,48.2300,48.6900,15164581
2019-10-25,47.2800,48.2650,46.9200,48.0300,19855329
2019-10-24,45.9000,47.1600,45.5800,47.1000,25991088
2019-10-23,44.0500,44.8150,43.9500,44.6600,14132994
2019-10-22,45.3000,45.7000,44.6200,44.6600,14007587
2019-10-21,43.9600,45.3000,43.9200,45.2200,15473733
2019-10-18,44.8300,44.9800,43.2250,43.4700,25834679
2019-10-17,45.7700,46.1200,45.2800,45.5000,12090511
2019-10-16,45.9900,46.5500,45.0800,45.1600,16872605
2019-10-15,45.2100,46.5500,45.0400,46.4550,18047548
2019-10-14,44.9600,45.3300,44.8000,44.8600,12495857
2019-10-11,44.3900,45.8150,44.2800,45.1000,27604874
2019-10-10,42.8700,43.7900,42.6100,43.2800,16047857
2019-10-09,43.1800,43.3800,42.8300,42.8750,13781367
2019-10-08,43.6000,43.8400,42.6224,42.6350,22714375
2019-10-07,44.3000,44.7300,44.0600,44.1600,15152292
2019-10-04,43.7100,44.6200,43.2900,44.5500,22043116
2019-10-03,41.9930,43.4900,41.7600,43.4600,23884742
2019-10-02,41.8200,42.6700,41.7600,41.9800,26776005
2019-10-01,43.1000,43.3400,41.7500,42.3000,28431879
2019-09-30,43.0000,43.4700,42.5800,42.8500,32326103
2019-09-27,45.9000,45.9200,42.9100,43.2100,76016459
2019-09-26,49.3800,49.7400,48.1250,48.6000,37248173
2019-09-25,48.4700,49.7000,47.8600,49.4700,24057045
